,image_path
20452,L:\DL_Dataset\facescape\fsmview_trainset\332\14_sadness\33.jpg
20453,L:\DL_Dataset\facescape\fsmview_trainset\332\14_sadness\34.jpg
20454,L:\DL_Dataset\facescape\fsmview_trainset\332\14_sadness\43.jpg
20455,L:\DL_Dataset\facescape\fsmview_trainset\332\15_lip_roll\1.jpg
20456,L:\DL_Dataset\facescape\fsmview_trainset\332\15_lip_roll\33.jpg
20457,L:\DL_Dataset\facescape\fsmview_trainset\332\15_lip_roll\34.jpg
20458,L:\DL_Dataset\facescape\fsmview_trainset\332\15_lip_roll\43.jpg
20459,L:\DL_Dataset\facescape\fsmview_trainset\332\16_grin\1.jpg
20460,L:\DL_Dataset\facescape\fsmview_trainset\332\16_grin\33.jpg
20461,L:\DL_Dataset\facescape\fsmview_trainset\332\16_grin\34.jpg
20462,L:\DL_Dataset\facescape\fsmview_trainset\332\16_grin\43.jpg
20463,L:\DL_Dataset\facescape\fsmview_trainset\332\17_cheek_blowing\1.jpg
20464,L:\DL_Dataset\facescape\fsmview_trainset\332\17_cheek_blowing\34.jpg
20465,L:\DL_Dataset\facescape\fsmview_trainset\332\17_cheek_blowing\35.jpg
20466,L:\DL_Dataset\facescape\fsmview_trainset\332\17_cheek_blowing\44.jpg
20467,L:\DL_Dataset\facescape\fsmview_trainset\332\18_eye_closed\1.jpg
20468,L:\DL_Dataset\facescape\fsmview_trainset\332\18_eye_closed\33.jpg
20469,L:\DL_Dataset\facescape\fsmview_trainset\332\18_eye_closed\34.jpg
20470,L:\DL_Dataset\facescape\fsmview_trainset\332\18_eye_closed\43.jpg
20471,L:\DL_Dataset\facescape\fsmview_trainset\332\19_brow_raiser\1.jpg
20472,L:\DL_Dataset\facescape\fsmview_trainset\332\19_brow_raiser\33.jpg
20473,L:\DL_Dataset\facescape\fsmview_trainset\332\19_brow_raiser\34.jpg
20474,L:\DL_Dataset\facescape\fsmview_trainset\332\19_brow_raiser\43.jpg
20475,L:\DL_Dataset\facescape\fsmview_trainset\332\1_neutral\1.jpg
20476,L:\DL_Dataset\facescape\fsmview_trainset\332\1_neutral\33.jpg
20477,L:\DL_Dataset\facescape\fsmview_trainset\332\1_neutral\34.jpg
20478,L:\DL_Dataset\facescape\fsmview_trainset\332\1_neutral\43.jpg
20479,L:\DL_Dataset\facescape\fsmview_trainset\332\20_brow_lower\1.jpg
20480,L:\DL_Dataset\facescape\fsmview_trainset\332\20_brow_lower\33.jpg
20481,L:\DL_Dataset\facescape\fsmview_trainset\332\20_brow_lower\34.jpg
20482,L:\DL_Dataset\facescape\fsmview_trainset\332\20_brow_lower\43.jpg
20483,L:\DL_Dataset\facescape\fsmview_trainset\332\2_smile\1.jpg
20484,L:\DL_Dataset\facescape\fsmview_trainset\332\2_smile\33.jpg
20485,L:\DL_Dataset\facescape\fsmview_trainset\332\2_smile\34.jpg
20486,L:\DL_Dataset\facescape\fsmview_trainset\332\2_smile\43.jpg
20487,L:\DL_Dataset\facescape\fsmview_trainset\332\3_mouth_stretch\1.jpg
20488,L:\DL_Dataset\facescape\fsmview_trainset\332\3_mouth_stretch\33.jpg
20489,L:\DL_Dataset\facescape\fsmview_trainset\332\3_mouth_stretch\34.jpg
20490,L:\DL_Dataset\facescape\fsmview_trainset\332\3_mouth_stretch\43.jpg
20491,L:\DL_Dataset\facescape\fsmview_trainset\332\4_anger\1.jpg
20492,L:\DL_Dataset\facescape\fsmview_trainset\332\4_anger\33.jpg
20493,L:\DL_Dataset\facescape\fsmview_trainset\332\4_anger\34.jpg
20494,L:\DL_Dataset\facescape\fsmview_trainset\332\4_anger\43.jpg
20495,L:\DL_Dataset\facescape\fsmview_trainset\332\5_jaw_left\1.jpg
20496,L:\DL_Dataset\facescape\fsmview_trainset\332\5_jaw_left\33.jpg
20497,L:\DL_Dataset\facescape\fsmview_trainset\332\5_jaw_left\34.jpg
20498,L:\DL_Dataset\facescape\fsmview_trainset\332\5_jaw_left\43.jpg
20499,L:\DL_Dataset\facescape\fsmview_trainset\332\6_jaw_right\1.jpg
20500,L:\DL_Dataset\facescape\fsmview_trainset\332\6_jaw_right\33.jpg
20501,L:\DL_Dataset\facescape\fsmview_trainset\332\6_jaw_right\34.jpg
20502,L:\DL_Dataset\facescape\fsmview_trainset\332\6_jaw_right\43.jpg
20503,L:\DL_Dataset\facescape\fsmview_trainset\332\7_jaw_forward\1.jpg
20504,L:\DL_Dataset\facescape\fsmview_trainset\332\7_jaw_forward\33.jpg
20505,L:\DL_Dataset\facescape\fsmview_trainset\332\7_jaw_forward\34.jpg
20506,L:\DL_Dataset\facescape\fsmview_trainset\332\7_jaw_forward\43.jpg
20507,L:\DL_Dataset\facescape\fsmview_trainset\332\8_mouth_left\1.jpg
20508,L:\DL_Dataset\facescape\fsmview_trainset\332\8_mouth_left\33.jpg
20509,L:\DL_Dataset\facescape\fsmview_trainset\332\8_mouth_left\34.jpg
20510,L:\DL_Dataset\facescape\fsmview_trainset\332\8_mouth_left\43.jpg
20511,L:\DL_Dataset\facescape\fsmview_trainset\332\9_mouth_right\1.jpg
20512,L:\DL_Dataset\facescape\fsmview_trainset\332\9_mouth_right\33.jpg
20513,L:\DL_Dataset\facescape\fsmview_trainset\332\9_mouth_right\34.jpg
20514,L:\DL_Dataset\facescape\fsmview_trainset\332\9_mouth_right\43.jpg
20515,L:\DL_Dataset\facescape\fsmview_trainset\333\10_dimpler\1.jpg
20516,L:\DL_Dataset\facescape\fsmview_trainset\333\10_dimpler\33.jpg
20517,L:\DL_Dataset\facescape\fsmview_trainset\333\10_dimpler\34.jpg
20518,L:\DL_Dataset\facescape\fsmview_trainset\333\10_dimpler\43.jpg
20519,L:\DL_Dataset\facescape\fsmview_trainset\333\11_chin_raiser\1.jpg
20520,L:\DL_Dataset\facescape\fsmview_trainset\333\11_chin_raiser\33.jpg
20521,L:\DL_Dataset\facescape\fsmview_trainset\333\11_chin_raiser\34.jpg
20522,L:\DL_Dataset\facescape\fsmview_trainset\333\11_chin_raiser\43.jpg
20523,L:\DL_Dataset\facescape\fsmview_trainset\333\12_lip_puckerer\1.jpg
20524,L:\DL_Dataset\facescape\fsmview_trainset\333\12_lip_puckerer\33.jpg
20525,L:\DL_Dataset\facescape\fsmview_trainset\333\12_lip_puckerer\34.jpg
20526,L:\DL_Dataset\facescape\fsmview_trainset\333\12_lip_puckerer\43.jpg
20527,L:\DL_Dataset\facescape\fsmview_trainset\333\13_lip_funneler\1.jpg
20528,L:\DL_Dataset\facescape\fsmview_trainset\333\13_lip_funneler\34.jpg
20529,L:\DL_Dataset\facescape\fsmview_trainset\333\13_lip_funneler\35.jpg
20530,L:\DL_Dataset\facescape\fsmview_trainset\333\13_lip_funneler\44.jpg
20531,L:\DL_Dataset\facescape\fsmview_trainset\333\14_sadness\1.jpg
20532,L:\DL_Dataset\facescape\fsmview_trainset\333\14_sadness\33.jpg
20533,L:\DL_Dataset\facescape\fsmview_trainset\333\14_sadness\34.jpg
20534,L:\DL_Dataset\facescape\fsmview_trainset\333\14_sadness\43.jpg
20535,L:\DL_Dataset\facescape\fsmview_trainset\333\15_lip_roll\1.jpg
20536,L:\DL_Dataset\facescape\fsmview_trainset\333\15_lip_roll\33.jpg
20537,L:\DL_Dataset\facescape\fsmview_trainset\333\15_lip_roll\34.jpg
20538,L:\DL_Dataset\facescape\fsmview_trainset\333\15_lip_roll\43.jpg
20539,L:\DL_Dataset\facescape\fsmview_trainset\333\16_grin\1.jpg
20540,L:\DL_Dataset\facescape\fsmview_trainset\333\16_grin\33.jpg
20541,L:\DL_Dataset\facescape\fsmview_trainset\333\16_grin\34.jpg
20542,L:\DL_Dataset\facescape\fsmview_trainset\333\16_grin\43.jpg
20543,L:\DL_Dataset\facescape\fsmview_trainset\333\17_cheek_blowing\1.jpg
20544,L:\DL_Dataset\facescape\fsmview_trainset\333\17_cheek_blowing\33.jpg
20545,L:\DL_Dataset\facescape\fsmview_trainset\333\17_cheek_blowing\34.jpg
20546,L:\DL_Dataset\facescape\fsmview_trainset\333\17_cheek_blowing\43.jpg
20547,L:\DL_Dataset\facescape\fsmview_trainset\333\18_eye_closed\1.jpg
20548,L:\DL_Dataset\facescape\fsmview_trainset\333\18_eye_closed\34.jpg
20549,L:\DL_Dataset\facescape\fsmview_trainset\333\18_eye_closed\35.jpg
20550,L:\DL_Dataset\facescape\fsmview_trainset\333\18_eye_closed\44.jpg
20551,L:\DL_Dataset\facescape\fsmview_trainset\333\19_brow_raiser\1.jpg
20552,L:\DL_Dataset\facescape\fsmview_trainset\333\19_brow_raiser\33.jpg
20553,L:\DL_Dataset\facescape\fsmview_trainset\333\19_brow_raiser\34.jpg
20554,L:\DL_Dataset\facescape\fsmview_trainset\333\19_brow_raiser\43.jpg
20555,L:\DL_Dataset\facescape\fsmview_trainset\333\1_neutral\1.jpg
20556,L:\DL_Dataset\facescape\fsmview_trainset\333\1_neutral\33.jpg
20557,L:\DL_Dataset\facescape\fsmview_trainset\333\1_neutral\34.jpg
20558,L:\DL_Dataset\facescape\fsmview_trainset\333\1_neutral\43.jpg
20559,L:\DL_Dataset\facescape\fsmview_trainset\333\20_brow_lower\1.jpg
20560,L:\DL_Dataset\facescape\fsmview_trainset\333\20_brow_lower\34.jpg
20561,L:\DL_Dataset\facescape\fsmview_trainset\333\20_brow_lower\35.jpg
20562,L:\DL_Dataset\facescape\fsmview_trainset\333\20_brow_lower\44.jpg
20563,L:\DL_Dataset\facescape\fsmview_trainset\333\2_smile\1.jpg
20564,L:\DL_Dataset\facescape\fsmview_trainset\333\2_smile\33.jpg
20565,L:\DL_Dataset\facescape\fsmview_trainset\333\2_smile\34.jpg
20566,L:\DL_Dataset\facescape\fsmview_trainset\333\2_smile\43.jpg
20567,L:\DL_Dataset\facescape\fsmview_trainset\333\3_mouth_stretch\1.jpg
20568,L:\DL_Dataset\facescape\fsmview_trainset\333\3_mouth_stretch\33.jpg
20569,L:\DL_Dataset\facescape\fsmview_trainset\333\3_mouth_stretch\34.jpg
20570,L:\DL_Dataset\facescape\fsmview_trainset\333\3_mouth_stretch\43.jpg
20571,L:\DL_Dataset\facescape\fsmview_trainset\333\4_anger\1.jpg
20572,L:\DL_Dataset\facescape\fsmview_trainset\333\4_anger\33.jpg
20573,L:\DL_Dataset\facescape\fsmview_trainset\333\4_anger\34.jpg
20574,L:\DL_Dataset\facescape\fsmview_trainset\333\4_anger\43.jpg
20575,L:\DL_Dataset\facescape\fsmview_trainset\333\5_jaw_left\1.jpg
20576,L:\DL_Dataset\facescape\fsmview_trainset\333\5_jaw_left\33.jpg
20577,L:\DL_Dataset\facescape\fsmview_trainset\333\5_jaw_left\34.jpg
20578,L:\DL_Dataset\facescape\fsmview_trainset\333\5_jaw_left\43.jpg
20579,L:\DL_Dataset\facescape\fsmview_trainset\333\6_jaw_right\1.jpg
20580,L:\DL_Dataset\facescape\fsmview_trainset\333\6_jaw_right\33.jpg
20581,L:\DL_Dataset\facescape\fsmview_trainset\333\6_jaw_right\34.jpg
20582,L:\DL_Dataset\facescape\fsmview_trainset\333\6_jaw_right\43.jpg
20583,L:\DL_Dataset\facescape\fsmview_trainset\333\7_jaw_forward\0.jpg
20584,L:\DL_Dataset\facescape\fsmview_trainset\333\7_jaw_forward\32.jpg
20585,L:\DL_Dataset\facescape\fsmview_trainset\333\7_jaw_forward\33.jpg
20586,L:\DL_Dataset\facescape\fsmview_trainset\333\7_jaw_forward\42.jpg
20587,L:\DL_Dataset\facescape\fsmview_trainset\333\8_mouth_left\1.jpg
20588,L:\DL_Dataset\facescape\fsmview_trainset\333\8_mouth_left\34.jpg
20589,L:\DL_Dataset\facescape\fsmview_trainset\333\8_mouth_left\35.jpg
20590,L:\DL_Dataset\facescape\fsmview_trainset\333\8_mouth_left\44.jpg
20591,L:\DL_Dataset\facescape\fsmview_trainset\333\9_mouth_right\1.jpg
20592,L:\DL_Dataset\facescape\fsmview_trainset\333\9_mouth_right\33.jpg
20593,L:\DL_Dataset\facescape\fsmview_trainset\333\9_mouth_right\34.jpg
20594,L:\DL_Dataset\facescape\fsmview_trainset\333\9_mouth_right\43.jpg
20595,L:\DL_Dataset\facescape\fsmview_trainset\334\10_dimpler\25.jpg
20596,L:\DL_Dataset\facescape\fsmview_trainset\334\10_dimpler\27.jpg
20597,L:\DL_Dataset\facescape\fsmview_trainset\334\10_dimpler\33.jpg
20598,L:\DL_Dataset\facescape\fsmview_trainset\334\10_dimpler\60.jpg
20599,L:\DL_Dataset\facescape\fsmview_trainset\334\11_chin_raiser\25.jpg
20600,L:\DL_Dataset\facescape\fsmview_trainset\334\11_chin_raiser\27.jpg
20601,L:\DL_Dataset\facescape\fsmview_trainset\334\11_chin_raiser\33.jpg
20602,L:\DL_Dataset\facescape\fsmview_trainset\334\11_chin_raiser\60.jpg
20603,L:\DL_Dataset\facescape\fsmview_trainset\334\12_lip_puckerer\25.jpg
20604,L:\DL_Dataset\facescape\fsmview_trainset\334\12_lip_puckerer\27.jpg
20605,L:\DL_Dataset\facescape\fsmview_trainset\334\12_lip_puckerer\33.jpg
20606,L:\DL_Dataset\facescape\fsmview_trainset\334\12_lip_puckerer\60.jpg
20607,L:\DL_Dataset\facescape\fsmview_trainset\334\13_lip_funneler\25.jpg
20608,L:\DL_Dataset\facescape\fsmview_trainset\334\13_lip_funneler\27.jpg
20609,L:\DL_Dataset\facescape\fsmview_trainset\334\13_lip_funneler\33.jpg
20610,L:\DL_Dataset\facescape\fsmview_trainset\334\13_lip_funneler\60.jpg
20611,L:\DL_Dataset\facescape\fsmview_trainset\334\14_sadness\25.jpg
20612,L:\DL_Dataset\facescape\fsmview_trainset\334\14_sadness\27.jpg
20613,L:\DL_Dataset\facescape\fsmview_trainset\334\14_sadness\33.jpg
20614,L:\DL_Dataset\facescape\fsmview_trainset\334\14_sadness\60.jpg
20615,L:\DL_Dataset\facescape\fsmview_trainset\334\15_lip_roll\25.jpg
20616,L:\DL_Dataset\facescape\fsmview_trainset\334\15_lip_roll\27.jpg
20617,L:\DL_Dataset\facescape\fsmview_trainset\334\15_lip_roll\33.jpg
20618,L:\DL_Dataset\facescape\fsmview_trainset\334\15_lip_roll\59.jpg
20619,L:\DL_Dataset\facescape\fsmview_trainset\334\16_grin\25.jpg
20620,L:\DL_Dataset\facescape\fsmview_trainset\334\16_grin\27.jpg
20621,L:\DL_Dataset\facescape\fsmview_trainset\334\16_grin\33.jpg
20622,L:\DL_Dataset\facescape\fsmview_trainset\334\16_grin\59.jpg
20623,L:\DL_Dataset\facescape\fsmview_trainset\334\17_cheek_blowing\25.jpg
20624,L:\DL_Dataset\facescape\fsmview_trainset\334\17_cheek_blowing\27.jpg
20625,L:\DL_Dataset\facescape\fsmview_trainset\334\17_cheek_blowing\33.jpg
20626,L:\DL_Dataset\facescape\fsmview_trainset\334\17_cheek_blowing\59.jpg
20627,L:\DL_Dataset\facescape\fsmview_trainset\334\18_eye_closed\25.jpg
20628,L:\DL_Dataset\facescape\fsmview_trainset\334\18_eye_closed\27.jpg
20629,L:\DL_Dataset\facescape\fsmview_trainset\334\18_eye_closed\33.jpg
20630,L:\DL_Dataset\facescape\fsmview_trainset\334\18_eye_closed\59.jpg
20631,L:\DL_Dataset\facescape\fsmview_trainset\334\19_brow_raiser\25.jpg
20632,L:\DL_Dataset\facescape\fsmview_trainset\334\19_brow_raiser\27.jpg
20633,L:\DL_Dataset\facescape\fsmview_trainset\334\19_brow_raiser\33.jpg
20634,L:\DL_Dataset\facescape\fsmview_trainset\334\19_brow_raiser\59.jpg
20635,L:\DL_Dataset\facescape\fsmview_trainset\334\1_neutral\25.jpg
20636,L:\DL_Dataset\facescape\fsmview_trainset\334\1_neutral\27.jpg
20637,L:\DL_Dataset\facescape\fsmview_trainset\334\1_neutral\33.jpg
20638,L:\DL_Dataset\facescape\fsmview_trainset\334\1_neutral\60.jpg
20639,L:\DL_Dataset\facescape\fsmview_trainset\334\20_brow_lower\25.jpg
20640,L:\DL_Dataset\facescape\fsmview_trainset\334\20_brow_lower\27.jpg
20641,L:\DL_Dataset\facescape\fsmview_trainset\334\20_brow_lower\33.jpg
20642,L:\DL_Dataset\facescape\fsmview_trainset\334\20_brow_lower\59.jpg
20643,L:\DL_Dataset\facescape\fsmview_trainset\334\2_smile\25.jpg
20644,L:\DL_Dataset\facescape\fsmview_trainset\334\2_smile\27.jpg
20645,L:\DL_Dataset\facescape\fsmview_trainset\334\2_smile\33.jpg
20646,L:\DL_Dataset\facescape\fsmview_trainset\334\2_smile\60.jpg
20647,L:\DL_Dataset\facescape\fsmview_trainset\334\3_mouth_stretch\25.jpg
20648,L:\DL_Dataset\facescape\fsmview_trainset\334\3_mouth_stretch\27.jpg
20649,L:\DL_Dataset\facescape\fsmview_trainset\334\3_mouth_stretch\33.jpg
20650,L:\DL_Dataset\facescape\fsmview_trainset\334\3_mouth_stretch\60.jpg
20651,L:\DL_Dataset\facescape\fsmview_trainset\334\4_anger\25.jpg
20652,L:\DL_Dataset\facescape\fsmview_trainset\334\4_anger\27.jpg
20653,L:\DL_Dataset\facescape\fsmview_trainset\334\4_anger\33.jpg
20654,L:\DL_Dataset\facescape\fsmview_trainset\334\4_anger\60.jpg
20655,L:\DL_Dataset\facescape\fsmview_trainset\334\5_jaw_left\25.jpg
20656,L:\DL_Dataset\facescape\fsmview_trainset\334\5_jaw_left\27.jpg
20657,L:\DL_Dataset\facescape\fsmview_trainset\334\5_jaw_left\33.jpg
20658,L:\DL_Dataset\facescape\fsmview_trainset\334\5_jaw_left\60.jpg
20659,L:\DL_Dataset\facescape\fsmview_trainset\334\6_jaw_right\25.jpg
20660,L:\DL_Dataset\facescape\fsmview_trainset\334\6_jaw_right\27.jpg
20661,L:\DL_Dataset\facescape\fsmview_trainset\334\6_jaw_right\33.jpg
20662,L:\DL_Dataset\facescape\fsmview_trainset\334\6_jaw_right\60.jpg
20663,L:\DL_Dataset\facescape\fsmview_trainset\334\7_jaw_forward\25.jpg
20664,L:\DL_Dataset\facescape\fsmview_trainset\334\7_jaw_forward\27.jpg
20665,L:\DL_Dataset\facescape\fsmview_trainset\334\7_jaw_forward\33.jpg
20666,L:\DL_Dataset\facescape\fsmview_trainset\334\7_jaw_forward\60.jpg
20667,L:\DL_Dataset\facescape\fsmview_trainset\334\8_mouth_left\25.jpg
20668,L:\DL_Dataset\facescape\fsmview_trainset\334\8_mouth_left\27.jpg
20669,L:\DL_Dataset\facescape\fsmview_trainset\334\8_mouth_left\33.jpg
20670,L:\DL_Dataset\facescape\fsmview_trainset\334\8_mouth_left\59.jpg
20671,L:\DL_Dataset\facescape\fsmview_trainset\334\9_mouth_right\25.jpg
20672,L:\DL_Dataset\facescape\fsmview_trainset\334\9_mouth_right\27.jpg
20673,L:\DL_Dataset\facescape\fsmview_trainset\334\9_mouth_right\33.jpg
20674,L:\DL_Dataset\facescape\fsmview_trainset\334\9_mouth_right\59.jpg
20675,L:\DL_Dataset\facescape\fsmview_trainset\335\10_dimpler\3.jpg
20676,L:\DL_Dataset\facescape\fsmview_trainset\335\10_dimpler\25.jpg
20677,L:\DL_Dataset\facescape\fsmview_trainset\335\10_dimpler\47.jpg
20678,L:\DL_Dataset\facescape\fsmview_trainset\335\10_dimpler\53.jpg
20679,L:\DL_Dataset\facescape\fsmview_trainset\335\11_chin_raiser\5.jpg
20680,L:\DL_Dataset\facescape\fsmview_trainset\335\11_chin_raiser\25.jpg
20681,L:\DL_Dataset\facescape\fsmview_trainset\335\11_chin_raiser\45.jpg
20682,L:\DL_Dataset\facescape\fsmview_trainset\335\11_chin_raiser\53.jpg
20683,L:\DL_Dataset\facescape\fsmview_trainset\335\12_lip_puckerer\8.jpg
20684,L:\DL_Dataset\facescape\fsmview_trainset\335\12_lip_puckerer\31.jpg
20685,L:\DL_Dataset\facescape\fsmview_trainset\335\12_lip_puckerer\36.jpg
20686,L:\DL_Dataset\facescape\fsmview_trainset\335\12_lip_puckerer\48.jpg
20687,L:\DL_Dataset\facescape\fsmview_trainset\335\13_lip_funneler\15.jpg
20688,L:\DL_Dataset\facescape\fsmview_trainset\335\13_lip_funneler\36.jpg
20689,L:\DL_Dataset\facescape\fsmview_trainset\335\13_lip_funneler\48.jpg
20690,L:\DL_Dataset\facescape\fsmview_trainset\335\13_lip_funneler\56.jpg
20691,L:\DL_Dataset\facescape\fsmview_trainset\335\14_sadness\10.jpg
20692,L:\DL_Dataset\facescape\fsmview_trainset\335\14_sadness\28.jpg
20693,L:\DL_Dataset\facescape\fsmview_trainset\335\14_sadness\46.jpg
20694,L:\DL_Dataset\facescape\fsmview_trainset\335\14_sadness\54.jpg
20695,L:\DL_Dataset\facescape\fsmview_trainset\335\15_lip_roll\6.jpg
20696,L:\DL_Dataset\facescape\fsmview_trainset\335\15_lip_roll\23.jpg
20697,L:\DL_Dataset\facescape\fsmview_trainset\335\15_lip_roll\46.jpg
20698,L:\DL_Dataset\facescape\fsmview_trainset\335\15_lip_roll\53.jpg
20699,L:\DL_Dataset\facescape\fsmview_trainset\335\16_grin\15.jpg
20700,L:\DL_Dataset\facescape\fsmview_trainset\335\16_grin\33.jpg
20701,L:\DL_Dataset\facescape\fsmview_trainset\335\16_grin\35.jpg
20702,L:\DL_Dataset\facescape\fsmview_trainset\335\16_grin\47.jpg
20703,L:\DL_Dataset\facescape\fsmview_trainset\335\17_cheek_blowing\16.jpg
20704,L:\DL_Dataset\facescape\fsmview_trainset\335\17_cheek_blowing\38.jpg
20705,L:\DL_Dataset\facescape\fsmview_trainset\335\17_cheek_blowing\41.jpg
20706,L:\DL_Dataset\facescape\fsmview_trainset\335\17_cheek_blowing\54.jpg
20707,L:\DL_Dataset\facescape\fsmview_trainset\335\18_eye_closed\5.jpg
20708,L:\DL_Dataset\facescape\fsmview_trainset\335\18_eye_closed\22.jpg
20709,L:\DL_Dataset\facescape\fsmview_trainset\335\18_eye_closed\51.jpg
20710,L:\DL_Dataset\facescape\fsmview_trainset\335\18_eye_closed\53.jpg
20711,L:\DL_Dataset\facescape\fsmview_trainset\335\19_brow_raiser\3.jpg
20712,L:\DL_Dataset\facescape\fsmview_trainset\335\19_brow_raiser\22.jpg
20713,L:\DL_Dataset\facescape\fsmview_trainset\335\19_brow_raiser\37.jpg
20714,L:\DL_Dataset\facescape\fsmview_trainset\335\19_brow_raiser\54.jpg
20715,L:\DL_Dataset\facescape\fsmview_trainset\335\1_neutral\0.jpg
20716,L:\DL_Dataset\facescape\fsmview_trainset\335\1_neutral\16.jpg
20717,L:\DL_Dataset\facescape\fsmview_trainset\335\1_neutral\37.jpg
20718,L:\DL_Dataset\facescape\fsmview_trainset\335\1_neutral\50.jpg
20719,L:\DL_Dataset\facescape\fsmview_trainset\335\20_brow_lower\2.jpg
20720,L:\DL_Dataset\facescape\fsmview_trainset\335\20_brow_lower\27.jpg
20721,L:\DL_Dataset\facescape\fsmview_trainset\335\20_brow_lower\47.jpg
20722,L:\DL_Dataset\facescape\fsmview_trainset\335\20_brow_lower\54.jpg
20723,L:\DL_Dataset\facescape\fsmview_trainset\335\2_smile\11.jpg
20724,L:\DL_Dataset\facescape\fsmview_trainset\335\2_smile\29.jpg
20725,L:\DL_Dataset\facescape\fsmview_trainset\335\2_smile\32.jpg
20726,L:\DL_Dataset\facescape\fsmview_trainset\335\2_smile\51.jpg
20727,L:\DL_Dataset\facescape\fsmview_trainset\335\3_mouth_stretch\4.jpg
20728,L:\DL_Dataset\facescape\fsmview_trainset\335\3_mouth_stretch\22.jpg
20729,L:\DL_Dataset\facescape\fsmview_trainset\335\3_mouth_stretch\44.jpg
20730,L:\DL_Dataset\facescape\fsmview_trainset\335\3_mouth_stretch\54.jpg
20731,L:\DL_Dataset\facescape\fsmview_trainset\335\4_anger\9.jpg
20732,L:\DL_Dataset\facescape\fsmview_trainset\335\4_anger\26.jpg
20733,L:\DL_Dataset\facescape\fsmview_trainset\335\4_anger\29.jpg
20734,L:\DL_Dataset\facescape\fsmview_trainset\335\4_anger\50.jpg
20735,L:\DL_Dataset\facescape\fsmview_trainset\335\5_jaw_left\18.jpg
20736,L:\DL_Dataset\facescape\fsmview_trainset\335\5_jaw_left\37.jpg
20737,L:\DL_Dataset\facescape\fsmview_trainset\335\5_jaw_left\40.jpg
20738,L:\DL_Dataset\facescape\fsmview_trainset\335\5_jaw_left\53.jpg
20739,L:\DL_Dataset\facescape\fsmview_trainset\335\6_jaw_right\1.jpg
20740,L:\DL_Dataset\facescape\fsmview_trainset\335\6_jaw_right\21.jpg
20741,L:\DL_Dataset\facescape\fsmview_trainset\335\6_jaw_right\38.jpg
20742,L:\DL_Dataset\facescape\fsmview_trainset\335\6_jaw_right\42.jpg
20743,L:\DL_Dataset\facescape\fsmview_trainset\335\7_jaw_forward\5.jpg
20744,L:\DL_Dataset\facescape\fsmview_trainset\335\7_jaw_forward\22.jpg
20745,L:\DL_Dataset\facescape\fsmview_trainset\335\7_jaw_forward\45.jpg
20746,L:\DL_Dataset\facescape\fsmview_trainset\335\7_jaw_forward\51.jpg
20747,L:\DL_Dataset\facescape\fsmview_trainset\335\8_mouth_left\11.jpg
20748,L:\DL_Dataset\facescape\fsmview_trainset\335\8_mouth_left\31.jpg
20749,L:\DL_Dataset\facescape\fsmview_trainset\335\8_mouth_left\36.jpg
20750,L:\DL_Dataset\facescape\fsmview_trainset\335\8_mouth_left\45.jpg
20751,L:\DL_Dataset\facescape\fsmview_trainset\335\9_mouth_right\10.jpg
20752,L:\DL_Dataset\facescape\fsmview_trainset\335\9_mouth_right\29.jpg
20753,L:\DL_Dataset\facescape\fsmview_trainset\335\9_mouth_right\32.jpg
20754,L:\DL_Dataset\facescape\fsmview_trainset\335\9_mouth_right\52.jpg
20755,L:\DL_Dataset\facescape\fsmview_trainset\336\10_dimpler\0.jpg
20756,L:\DL_Dataset\facescape\fsmview_trainset\336\10_dimpler\19.jpg
20757,L:\DL_Dataset\facescape\fsmview_trainset\336\10_dimpler\37.jpg
20758,L:\DL_Dataset\facescape\fsmview_trainset\336\10_dimpler\54.jpg
20759,L:\DL_Dataset\facescape\fsmview_trainset\336\11_chin_raiser\0.jpg
20760,L:\DL_Dataset\facescape\fsmview_trainset\336\11_chin_raiser\24.jpg
20761,L:\DL_Dataset\facescape\fsmview_trainset\336\11_chin_raiser\43.jpg
20762,L:\DL_Dataset\facescape\fsmview_trainset\336\11_chin_raiser\51.jpg
20763,L:\DL_Dataset\facescape\fsmview_trainset\336\12_lip_puckerer\0.jpg
20764,L:\DL_Dataset\facescape\fsmview_trainset\336\12_lip_puckerer\15.jpg
